,Title,Director,Cast,TMDB_id,overview,genre,actorname_1,actorname_2,actorname_3,tag_all,tag_1,tag_2
32,Bayam Ariyaan,Prathesh,"Mahesh Kumar, Udhayathara, Kishore",unknown,unknown,unknown,Mahesh Kumar, Udhayathara, Kishore,unknown unknown Prathesh Mahesh Kumar  Udhayathara  Kishore,unknown Prathesh Mahesh Kumar  Udhayathara unknown,unknown Prathesh Mahesh Kumar  Udhayathara
33,Pattu Vanna Rosavam,S. S. Senthil Kumar,"Kovur Ravi, Avanya",unknown,unknown,unknown,Kovur Ravi, Avanya,unknown,unknown unknown S. S. Senthil Kumar Kovur Ravi  Avanya unknown,unknown S. S. Senthil Kumar Kovur Ravi  Avanya unknown,unknown S. S. Senthil Kumar Kovur Ravi  Avanya
34,Rettaisuzhi,Thamira,"K. Balachander, Bharathiraja, Aari, Anjali",322765,"Rettaichuzhi is a 2010 Indian Tamil-language drama film written and directed by newcomer Thamira. It stars ace filmmakers K. Balachander and Bharathiraja in lead roles along with Anjali, debutant Aari, Manobala, Ilavarasu, Karunas and Jayachitra in supporting roles. The film unfolds in a village in Thirunelveli. Ramasamy (K Balachander) is an influential man in the village and he is a devoted to the principles of Congress since his childhood. He is against Singaravelan (Bharathiraja), a Communist.  Their feud runs for over four decades. Even their grand children are against each other and they form gangs to express their enmity. However a romance in the family changes the warm atmosphere.  Susheela (Anjali), brought up in Singaravelan's house is a school teacher who is in love with one Murthy (Aari). Understanding their true love, the children forget their enmity and try to bring both families together and get them wedlocked. Did they succeed in their attempts forms the climax.",Romance Drama Family,K. Balachander, Bharathiraja, Aari,"Rettaichuzhi is a 2010 Indian Tamil-language drama film written and directed by newcomer Thamira. It stars ace filmmakers K. Balachander and Bharathiraja in lead roles along with Anjali, debutant Aari, Manobala, Ilavarasu, Karunas and Jayachitra in supporting roles. The film unfolds in a village in Thirunelveli. Ramasamy (K Balachander) is an influential man in the village and he is a devoted to the principles of Congress since his childhood. He is against Singaravelan (Bharathiraja), a Communist.  Their feud runs for over four decades. Even their grand children are against each other and they form gangs to express their enmity. However a romance in the family changes the warm atmosphere.  Susheela (Anjali), brought up in Singaravelan's house is a school teacher who is in love with one Murthy (Aari). Understanding their true love, the children forget their enmity and try to bring both families together and get them wedlocked. Did they succeed in their attempts forms the climax. Romance Drama Family Thamira K. Balachander  Bharathiraja  Aari","Romance Drama Family Thamira K. Balachander  Bharathiraja Rettaichuzhi is a 2010 Indian Tamil-language drama film written and directed by newcomer Thamira. It stars ace filmmakers K. Balachander and Bharathiraja in lead roles along with Anjali, debutant Aari, Manobala, Ilavarasu, Karunas and Jayachitra in supporting roles. The film unfolds in a village in Thirunelveli. Ramasamy (K Balachander) is an influential man in the village and he is a devoted to the principles of Congress since his childhood. He is against Singaravelan (Bharathiraja), a Communist.  Their feud runs for over four decades. Even their grand children are against each other and they form gangs to express their enmity. However a romance in the family changes the warm atmosphere.  Susheela (Anjali), brought up in Singaravelan's house is a school teacher who is in love with one Murthy (Aari). Understanding their true love, the children forget their enmity and try to bring both families together and get them wedlocked. Did they succeed in their attempts forms the climax.",Romance Drama Family Thamira K. Balachander  Bharathiraja
35,Sura,S. P. Rajkumar,"Vijay, Tamannaah Bhatia, Dev Gill",715347,A high school student. My best friend is pregnant.,Animation Drama,Vijay, Tamannaah Bhatia, Dev Gill,A high school student. My best friend is pregnant. Animation Drama S. P. Rajkumar Vijay  Tamannaah Bhatia  Dev Gill,Animation Drama S. P. Rajkumar Vijay  Tamannaah Bhatia A high school student. My best friend is pregnant.,Animation Drama S. P. Rajkumar Vijay  Tamannaah Bhatia
36,Goripalayam,Rasu Madhuravan,"Ramakrishnan, Vikranth, Harish, Prakash",99160,"Azhagar, son of a police constable, is tempted to take bad habits seeing his father in his younger days. Azhagar along with his friends incur the wrath of everyone though they are good-hearted and ready to help others. Fate comes in the form of rich and influential Kazhuvanadhan's family. His sons Karutha Pandi and Viruman are feared by everyone. The brothers mistake their sister of falling in love with Azhagar and kills her. They cover it up as suicide. Now they go behind Azhagar. But sequence of events leaves Kazhuvanathan dead and the blame falls on the four friends. In a bid to take revenge on them, Viruman hires a contract killer Pandi (Vikranth), who is in the business only to educate his young brother. Whats happens after this forms the climax. It is gore and bloodshed all the way.",Action,Ramakrishnan, Vikranth, Harish,"Azhagar, son of a police constable, is tempted to take bad habits seeing his father in his younger days. Azhagar along with his friends incur the wrath of everyone though they are good-hearted and ready to help others. Fate comes in the form of rich and influential Kazhuvanadhan's family. His sons Karutha Pandi and Viruman are feared by everyone. The brothers mistake their sister of falling in love with Azhagar and kills her. They cover it up as suicide. Now they go behind Azhagar. But sequence of events leaves Kazhuvanathan dead and the blame falls on the four friends. In a bid to take revenge on them, Viruman hires a contract killer Pandi (Vikranth), who is in the business only to educate his young brother. Whats happens after this forms the climax. It is gore and bloodshed all the way. Action Rasu Madhuravan Ramakrishnan  Vikranth  Harish","Action Rasu Madhuravan Ramakrishnan  Vikranth Azhagar, son of a police constable, is tempted to take bad habits seeing his father in his younger days. Azhagar along with his friends incur the wrath of everyone though they are good-hearted and ready to help others. Fate comes in the form of rich and influential Kazhuvanadhan's family. His sons Karutha Pandi and Viruman are feared by everyone. The brothers mistake their sister of falling in love with Azhagar and kills her. They cover it up as suicide. Now they go behind Azhagar. But sequence of events leaves Kazhuvanathan dead and the blame falls on the four friends. In a bid to take revenge on them, Viruman hires a contract killer Pandi (Vikranth), who is in the business only to educate his young brother. Whats happens after this forms the climax. It is gore and bloodshed all the way.",Action Rasu Madhuravan Ramakrishnan  Vikranth
37,Guru Sishyan,Sakthi Chidambaram,"Sathyaraj, Sundar C., Shruti Marathe",99166,"Guru Sishyan (English: Teacher, Student) is a Tamil language film released on 2010. It stars Sathyaraj and Sundar C in the lead roles. It is directed by Sakthi Chidamabaram",Action Comedy,Sathyaraj, Sundar C., Shruti Marathe,"Guru Sishyan (English: Teacher, Student) is a Tamil language film released on 2010. It stars Sathyaraj and Sundar C in the lead roles. It is directed by Sakthi Chidamabaram Action Comedy Sakthi Chidambaram Sathyaraj  Sundar C.  Shruti Marathe","Action Comedy Sakthi Chidambaram Sathyaraj  Sundar C. Guru Sishyan (English: Teacher, Student) is a Tamil language film released on 2010. It stars Sathyaraj and Sundar C in the lead roles. It is directed by Sakthi Chidamabaram",Action Comedy Sakthi Chidambaram Sathyaraj  Sundar C.
38,Irumbukkottai Murattu Singam,Chimbudevan,"Raghava Lawrence, Lakshmi Rai, Padmapriya, Sandhya",unknown,unknown,unknown,Raghava Lawrence, Lakshmi Rai, Padmapriya,unknown unknown Chimbudevan Raghava Lawrence  Lakshmi Rai  Padmapriya,unknown Chimbudevan Raghava Lawrence  Lakshmi Rai unknown,unknown Chimbudevan Raghava Lawrence  Lakshmi Rai
39,Kutti Pisasu,Rama Narayanan,"Baby Keerthika, Ramji, Sangeetha, Ramya Krishnan, Kaveri",521986,"A 2010 Indian fantasy film featuring spirits, giant snakes and a transforming car. The film was simultaneously made in three languages: ""Kutti Pisasu"" in Tamil, ""Bombat Car"" in Kannada and ""Cara Majaka"" in Telugu. The Tamil version was dubbed in Hindi as ""Magic Robot"" and in Bengali as ""Robot – The Wonder Car"".",Fantasy,Baby Keerthika, Ramji, Sangeetha,"A 2010 Indian fantasy film featuring spirits, giant snakes and a transforming car. The film was simultaneously made in three languages: ""Kutti Pisasu"" in Tamil, ""Bombat Car"" in Kannada and ""Cara Majaka"" in Telugu. The Tamil version was dubbed in Hindi as ""Magic Robot"" and in Bengali as ""Robot – The Wonder Car"". Fantasy Rama Narayanan Baby Keerthika  Ramji  Sangeetha","Fantasy Rama Narayanan Baby Keerthika  Ramji A 2010 Indian fantasy film featuring spirits, giant snakes and a transforming car. The film was simultaneously made in three languages: ""Kutti Pisasu"" in Tamil, ""Bombat Car"" in Kannada and ""Cara Majaka"" in Telugu. The Tamil version was dubbed in Hindi as ""Magic Robot"" and in Bengali as ""Robot – The Wonder Car"".",Fantasy Rama Narayanan Baby Keerthika  Ramji
40,Maa,Fathima Beevi,Deepak,147195,"Vijay lives with his mother in a palatial house deep in the jungles in South India where he makes a living trapping animals for circuses, zoos - both nationally and internationally. He meets with beautiful U.S.-returned Nimmi, both fall in love with each other and want to get married. Vijay's mother cautions them both against separating new-born animals from their birth mothers, but both refuse to listen. Then the unexpected happens, a mother lioness, angered at Vijay for taking her cubs, attacks him, and leaves him badly wounded.",Family Drama,Deepak,unknown,unknown,"Vijay lives with his mother in a palatial house deep in the jungles in South India where he makes a living trapping animals for circuses, zoos - both nationally and internationally. He meets with beautiful U.S.-returned Nimmi, both fall in love with each other and want to get married. Vijay's mother cautions them both against separating new-born animals from their birth mothers, but both refuse to listen. Then the unexpected happens, a mother lioness, angered at Vijay for taking her cubs, attacks him, and leaves him badly wounded. Family Drama Fathima Beevi Deepak unknown unknown","Family Drama Fathima Beevi Deepak unknown Vijay lives with his mother in a palatial house deep in the jungles in South India where he makes a living trapping animals for circuses, zoos - both nationally and internationally. He meets with beautiful U.S.-returned Nimmi, both fall in love with each other and want to get married. Vijay's mother cautions them both against separating new-born animals from their birth mothers, but both refuse to listen. Then the unexpected happens, a mother lioness, angered at Vijay for taking her cubs, attacks him, and leaves him badly wounded.",Family Drama Fathima Beevi Deepak unknown
41,Kanagavel Kaaka,Kavin Bala,"Karan, Haripriya",99407,"Kanagavel Kaaka is a 2010 Tamil film directed by Kavin Bala. The film stars Karan, Haripriya, Kota Srinivasa Rao and Sampath Raj in lead roles.",Action Drama,Karan, Haripriya,unknown,"Kanagavel Kaaka is a 2010 Tamil film directed by Kavin Bala. The film stars Karan, Haripriya, Kota Srinivasa Rao and Sampath Raj in lead roles. Action Drama Kavin Bala Karan  Haripriya unknown","Action Drama Kavin Bala Karan  Haripriya Kanagavel Kaaka is a 2010 Tamil film directed by Kavin Bala. The film stars Karan, Haripriya, Kota Srinivasa Rao and Sampath Raj in lead roles.",Action Drama Kavin Bala Karan  Haripriya
42,Kola Kolaya Mundhirika,Madhumitha,"Karthik Kumar, Shikha, Jayaram",78641,"Kola Kolaya Mundhirika film is about wealthy man delegates a trusted subordinate to hide priceless diamonds in a set of chairs before he is murdered by a trio of criminals out to get their hands on the same.Twenty years later, the hunt for the chair resurfaces as the trusted subordinate reveals partial information about the treasure to the protagonist, Krish (Karthik Kumar). Realizing that he needs a little help, Krish enlists the help of his thieving rival, Veni (Shikha). The villainous trio, also privy to this information, follow Krish and Veni as they set out to...",Comedy,Karthik Kumar, Shikha, Jayaram,"Kola Kolaya Mundhirika film is about wealthy man delegates a trusted subordinate to hide priceless diamonds in a set of chairs before he is murdered by a trio of criminals out to get their hands on the same.Twenty years later, the hunt for the chair resurfaces as the trusted subordinate reveals partial information about the treasure to the protagonist, Krish (Karthik Kumar). Realizing that he needs a little help, Krish enlists the help of his thieving rival, Veni (Shikha). The villainous trio, also privy to this information, follow Krish and Veni as they set out to... Comedy Madhumitha Karthik Kumar  Shikha  Jayaram","Comedy Madhumitha Karthik Kumar  Shikha Kola Kolaya Mundhirika film is about wealthy man delegates a trusted subordinate to hide priceless diamonds in a set of chairs before he is murdered by a trio of criminals out to get their hands on the same.Twenty years later, the hunt for the chair resurfaces as the trusted subordinate reveals partial information about the treasure to the protagonist, Krish (Karthik Kumar). Realizing that he needs a little help, Krish enlists the help of his thieving rival, Veni (Shikha). The villainous trio, also privy to this information, follow Krish and Veni as they set out to...",Comedy Madhumitha Karthik Kumar  Shikha
